name1,name2,label
ENERGIZING LIFE,VERSA ADAPTIVE WEAR,0
SAATVA CONTOUR5,KINGSAATVA,1
ROKA,R.O.K.A,1
RIPPLE EFFECT LEADERSHIP,CUGIG,0
FORWARD FOCUS,FORWARD,1
FIRE CHOCOLATES,BENUE,0
VEEGOO TECHNOLOGY,VEGO,1
FORTRVLL,JADORE EVENING,0
EMOTIONAL SUPPORT SHARK,PALLADIUM,0
C.T.S,CTS,1
SAKKIJHA SAKKIJHA,JOY CRAFTERS,0
META TECH,GRILLPRO,0
STRAND CAPITAL,IREX ARGUS CONTRACTING,0
OURA,AURA,1
CONDOR CAPITAL WEALTH MANAGEMENT,TYRALEL,0
HILLBETTY,NIPSEY BLUE,0
LATI,LATI FASHION COLLECTION,1
X FACTOR INNOVATION,"SOUTHERNMOST POINT BAR IN THE CONTINENTAL U.S.A. KEY WEST, FLORIDA",0
OKEYDOKEYS,OKIDOKEY,1
OLIVE,OLIVE,1
CHAMIKI,I-STAR ENERGY SOLUTIONS,0
WISHONEY,UNPOPULAR URBAN ACTIVEWEAR,0
CODE,SKY COFFEE CO. SANTA FE,0
FATBOY FITNESS,FATBOY FITNESS,1
AILOVORE,KRAFTY KREATIONS PERFECTLY IMPERFECT & HANDCRAFTED,0
BLAKHâ‚¬â‚¬P,KNYXES,0
PD PRECIOUS DELIGHTS,PRECIOUS,1
ZENA,ZENA DERM,1
VEDGECO,VEDGE,1
EV GATEWAY,OAKLEY,0
FLUXELLE,ROC-1,0
AMERO,AMERO,1
SOLVITA,SUPER BUNNY MAN,0
EUREKA,URIQA,1
OPTISEXHEALTH,SCOTT ON-THE-GO,0
BG,CASA BELLISSIMA,0
V,CHAGEE,0
LAWN LIFE,LAWN LIFE,1
WIPOP,WEPOP,1
XII ACADEMY,XII,1
BALADI COFFEE,CT-MINERALS,0
WILDBREAK,PUBLIC WORKS NEW YORK,0
YELLOWSTONE,YELLOWSTONE,1
NEW VISION COMMUNITY MANAGEMENT,R REMAN,0
INTERSHOP,SYZYGY FORGE,0
BRIGHTSUN POWER CORPORATION,ZETA,1
PRO CIRCUIT,MAVERICK RESTAURANTS,0
"EPIPHANY COUNSELING, CONSULTING & TREATMENT SERVICES",ENCHANTED BEAUTY PLASTIC SURGERY,0
FORTEMOTUS,FORTEMOTUS,1
OLIGEN,OLAGEN,1
AVA ALLEGIANT VIRTUAL ASSISTANT,AVA,1
NATURE'S BLEND,NATUREBLEND,1
BRAUN,E. BRAUN & CO. BEVERLY HILLS,1
TRUSERVICES,TRUE SERVICE REACHING OUT TO OTHERS,1
SER,NOMADICS,0
UNRIVALED BASEBALL,UNRIVALED AUTHENTICS,1
DELIVERING CONFIDENCE,CONVEYING CONFIDENCE,1
GOOD TIMES VANS,EE ELEGANCE,0
PENGUIN,E. BRAUN & CO NEW YORK,0
NAREB REALTIST NATIONAL ASSOCIATION OF REAL ESTATE BROKERS,FUMAX,0
FLUM MAGA,ICE TIME. EARNED.,0
JUBI,INSPIRED MEDICAL WARRIOR,0
LONGWORTH,LIQUORS GALORE,0
MILLION PAULINE,REJUVICARE,0
VASOPLEXX,VAZOPLEX,1
WIST'UPIKU,WIST'UPIKU,1
BITTOOY,GUS PLUS US,0
AKOMPLICE,A ACCOMPLICE(S),1
GLOV BEAUTY,WHITNEY BOIN,0
GUARANI AÈÍ,ARTEXAUS,0
NATURGIN PRODUCTS USA,NATURIGIN,1
HILO,HI-LO,1
CASA BELLISSIMA,ZAR,0
PLATANITOS,PICK THE PROS,0
LIMFLOW ARC,ARC,1
AGE GRACEFULLY. LIVE VIBRANTLY.,AOKESII,0
VYSEN,VIEESEN,1
FLUM FLOAT,FLUM BOX,1
RISE,KIDS RISE,1
ABODE NEW YORK,GRAVITY FREE MANUFACTURING,0
COCK & TAILS DREAMS COME TRUE WHEN DRINKS COME THROUGH,COCK & TAIL,1
ELIXIR MACHINE,ELIXIR MD,1
BEIKE,BEIKE,1
RICA,"REVERIE, A SAL MISSERI SALON",0
STRONG TOWER CONSTRUCTION IN GOD WE TRUST,SKINCARE JUNKIE,0
HK SIGNS,QLC,0
CONFUSION TO CLARITY (C2C),AT THE SHORE,0
EUREKA PET,MANCHOTS,0
TU,TUTRACK,1
FRENCH DON'T SMELL,UNDERGROUND FITNESS,0
HOUNDS OF HELL,HOUNDS OF HELL,1
ELECTRYFY,ELECTRIFY ELECTRIC,1
CURIO COLLECTION,BREEFLY,0
EASYLIFT,EASELIFT,1
KOCINAIDER,KOOKINAID,1
FUTURE FOAM,THE CHANGE NAVIGATION COMPANY,0
MF MORALLY FIT,PROACTIVA,0
ACCOMPLICE,A ACCOMPLICE(S),1
PAWS&TAILS,SEVEN DAY WEEKENDER,0
AMAZE LASH BROW SKIN,T TITANFORCE,0
DIGIFLOW,THREE BY BERKSHIRE HATHAWAY,0
CLUB MYSTIC,MYSTIC COLLECTION PANDA- LICIOUS,1
BASIX FOR MEN,HAO HUAN LUO,0
POWERLAB,POWER LABS,1
ROVER,CHILLROVER,1
CMK,CMK,1
JUST HERE TO BANG FIREWORKS,ASAP LOCAL LOCKSMITH,0
TIGER-TUFF,TIGER TOUGH,1
EMY ROLA,ÉBLOUISSANT,0
ROVER,ROVER RIDGE,1
UNITED WAY,TITAN MERCURY WRESTLING CLUB 2012,0
VIBING ENERGY VVV VVV,SHAJING,0
IMMUNO-SHIELD,IMMUNOSHIELD,1
PUBLIC WORKS,PUBLIC WORKS NEW YORK,1
ZUBII,ICE WILD BERRIES BUBBLY NATURAL FLAVORS BY FRONTERA,0
LATITUDE,LATITUDE GLOBAL,1
ELIXIR MD,FLUX POWER,0
HAIR NOW,NAOW HAIR,1
MILES TECHNOLOGIES.COM,OW RANCH,0
POWERED BY SIMPLICITY,SIMPLICITY BIOME,1
PROTECT-IT,PROTECT IT,1
CATCHME KITTY,CATCHMEE,1
VODVOB,VODVOB,1
ECOLIFE,ECOPETLIFE,1
Q QUALITY-1,QUALITY ONE,1
RIPPLE,GOLDEN RATIO RIPPLE INDEX (GRRI),1
MATCHA+FOCUS,FOKUS,1
ALICE_N_WEEDLAND,HOLDMORE,0
SOUL PET,SOUL PERFORMANCE NUTRITION,1
MAHA,MAHA HAWAII,1
BERRY HEARTS,BERRY BERRY HEARTS,1
QUANTUM,QUANTUM SOIL MICRONUTRIENT,1
AURA,AURA,1
VAULT,THE VAULT,1
TLCSCRUBBS,TLC FASHION,1
SPOONIE THREADS,MAVERICK RESTAURANTS,0
REEF,REEF,1
YOKOHAM,SIMPLY LUNCH BY ECO CATERS,0
WANNA SMOKE? ALPACA BOWL,WANNA SMOKE? ALPACA BOWL,1
PETLINKS,N MBLE,0
NIMBUS NECTAR,BASIC BOOKS,0
MADDD EQUITIES,UNIVERSAL MUSIC ENTERPRISES,0
THE HIVE,CAFE HIVE,1
BIRDIE NEST CASE,CODE,0
CHOP 'N' PLAY,CHOP 'N FLIP,1
RELAY RESOURCES,RELAY HUMAN CLOUD,1
WHITNEY BOIN,MAXIMUNE,0
AOKESII,AOKESI,1
ROOTED JOY,ROOTED JOYS,1
REFRAME IT!,9-MINUTE REFRAME,1
TITAN TECHNOLOGIES,RELAY GRADUATE SCHOOL OF EDUCATION,0
LUMIXYL,JOOV,0
NIMBUS,BATTLESHIP,0
FORTIS,EX FORTIS,1
BONAFIDE U LIVE TRUE.,CPM CONCRETE CO,0
PHIMOTA,WE UNITE AS ONE,0
AMPCO,AMPCO MINERALS,1
MEDICARE PLANFINDER,MEDICARE PLANFINDER,1
PUREAVE LABS,RAZOR,0
AEON,FATBOY FITNESS WORLDWIDE,0
LLOVMOON,FIREBOT,0
RAMSTRONG,GOOD BRIEF,0
HAMPTOWN HMI MUSIC INSTITUTE,HMI & CULTURE PICK 2B HONORED,1
THE WHISPERED WORLD,WHISPERWORLD,1
ONKAI,PMG,0
FUMAX,FOUMAX,1
WH,WH FINANCIAL SERVICES,1
"YES, CHEF!","YES, CHEF! BEHIND THE APRON",1
2X BIOTIN,3X BIOTIN,1
BRIGHTSIDE,ALL VOICE LAB,0
TIKTOK SHOP FASHION,TIK TOK,1
LOST THC,LOST THCX,1
VIVIDAURA LIFE SCIENCE,SO HI,0
THE LAST AIRBENDER,NEOUSLY,0
SPACEFARM,TECHBABY SOLUTIONS,0
RK HOSPITALITY DESIGN,HOSPITALITY DESIGNS,1
CUVÄ’E,OPTISOLEX,0
Q QUIVER BOARDWORKS,QUIVER WOODS & WATER,1
QUIRKY,QRKIEZ,1
BG BIZ GROWTH CONSULTING,ELIXIR MACHINE,0
DURATEX,DURATEX,1
HAWKEYE MOUNTAIN,TOPS SPOTS,0
JB,HAPPY HAVEN,0
FOODIE KIDS,FOODIE KIDS,1
CHRISTIAN ART GREETINGS,THE CHRISTIAN ART STORE,1
CAMBIUM ANALYTICA,SMUGBUNNY,0
PHYSICIAN GROWTH ACCELERATOR,VECTOR CONSULTING SERVICES,0
REVERIE MEDITATION,DIVA LIFE,0
NICE!,NICE,1
NEVER BEEN NORMAL,NEVER BEEN NORMAL,1
MQ GROUP WHERE LUXURY MEETS COMFORT,ATLIENS,0
YOUR HOME TEAM,YOUR HOME TEAM,1
ARAMCO,RAMCO LUBRICANTS,1
PA.,GRAVITY FREE MANUFACTURING,0
TURYAL,MINE PIXEL WORLD,0
PUPA,CNATTAGS,0
MYSTIC COLLECTION GOLDEN CLIMBER,ZEEHAUS,0
FIDDLESTIX FOR KIDS,D'LASHES LUXURY LASHES DEFINED,0
RAYSHYN,SUSTAINABLE PLANET,0
HBI HEALTH & BEAUTY INNOVATIONS,BIGTINCAN,0
RATIONAL FINANCE,CPM CONCRETE CO,0
K KAMOER,NOWLOGY,0
ACCELERATE THE FOCUS,VAULT AUTOMOTIVE,0
HYDRO-COM,HYDROCOMM,1
ALLIVING,ALLIVING,1
HUMAN FIRST FINANCIAL GUIDANCE,BEAVER,0
BASED EXPERIMENTS,SHIBA NAREB REALTIST NATIONAL ASSOCIATION OF REAL ESTATE BROKERS STATE OF HOUSING IN BLACK AMERICA,0
ANDORA,H.E.R.,0
META,THE FIRST MARIAN SHRINE IN THE STATE OF WASHINGTON,1
OPERATION IRON RUCK A AU ROAD TO THE IRON BOWL,COLORADO SPRINGS REALTIST ASSOCIATION,0
TKTX,TKTX,1
FISKER,FISKER OWNERS ASSOCIATION,1
PROACTIVE.AI,QRKIEZ,0
REBEL JACK COUNTRY,K.I.C.K.S (KNOWLEDGE IMPACTING CREATIVE KIDS SUCCESS),0
AIR SOURCE,LIL' SLEEPERS,0
THE SIX FIGURE CHICK,HUMANITY FIRST SERVING MANKIND,0
ROSY DAUPHINE,ALICE_N_WEEDLAND,0
WOOF,WUFFS,1
EVERSAFE STORAGE,FENICE HOT,0
FIELDNOTE,FIELDNOTE,1
HORIZON NEWSKY,LOCKABOX,0
REEF RETREAT MEDSPA,#1 DRUG-FREE SLEEP AID BRAND,0
FUSION PREMIUM SOLUTIONS,FUSION HEALTH,1
DERMALAB,LLWOK,0
ROVER,ROVER RIDGE,1
JOOVE,L LOADIUM,0
ENHANCED ESTÉTIC,ENHANCE AESTHETICS,1
DETOX FOR YOUR LIFE,THE LIFE DETOX,1
4E'S NOVELTY,QVR,0
RELAY/GSE GRADUATE SCHOOL OF EDUCATION,EAYAYA,0
A AMERICAN DREAM CLUBHOUSE,RELAY HUMAN CLOUD,0
TRAILSIDE GAMES AND HOBBIES,TRAILSIDE GAMES,1
STELLAR BIOME,TOWA,0
EMERALD CITY,PLANTD,0
BLIP,BLIP,1
GOODIES,LOVELYMOON,0
TORRIX,COMMA,0
URBAN KITCHEN,MOEKIF,0
CYSTARAN,CYSTACLEAR,1
CIRCLE OF LIFE,PLATANITOWORLD,0
ITâ€™S CALLED SOCCER,OW,0
I AM HER,I'M HER.,1
KANE,KANELOO,1
RISING TIDE CAR WASH FREE VACUUMS,POCKET JESUS,0
TAKE A HIKE,LUMIXSILVA,0
I AM HER,I'M HER.,1
OPUS,OPUSCRAFT,1
NORDIC,NORDIC HEALTHCARE GROUP,1
BALADE,BALADI COFFEE,1
EKLIPS,MARCONE,0
ZENA,ZENA DERM,1
BUMBLE,BUMBLE BABEE,1
AVA OS,NEXTERAGEO,0
NUVISION CREDIT UNION,MYRAINA,0
JUMBOPAWS,JUMBO PETS,1
THE OSOS PODCAST,OSOS,1
NUVISION,NEW VISION DEVELOPMENT GROUP,1
STAY'N DRY,PMMG,0
JUNLLY,JUST JUNLY,1
PAWPLANET USA,GOOD TIMES VANS,0
REPLAY,TRANSFORM YOURSELF,0
J'ADORE,J'ADORE,1
KARAKORAM,KARAKORUM MIGHT,1
BLIRIK,GIRL DAD CO.,0
HBI LABS,BUSINESS BESTIE COLLECTIVE,0
INGZY,SOLANA SAN DIEGO,0
YOUTUBE,SCC,1
UNINTECH,LUZSANT,0
AINID,CHEFAIDPOWER,0
PECOOVR,SLAPPY HAPPY,0
HUSSINDAY,PALAKI,0
FOAN & MABLE,NEUROCK CAPITAL,0
FORTEMOTUS,FORTEMOTUS,1
GOODIES,KIDDOSGOODIES,1
CAMEL TOW,MERMAID GO CLUB,0
MONJA BURNER,BONBON KIDS,0
ETERNA.,CALHOUN,0
BIOHACK PHD,AURA SPLASH,0
EASYBLOT,EZ BLOT,1
CLASSIC SERIES,CLASSIC ARMY,1
OPTWELLNESS,ROYAL AIR GROUP,0
HARMONY WELSPUN W,HOUSE HARMONY,1
ABODE PETS,ABODE NEW YORK,1
ANDROID,ARC ESSENTIA,0
KOSAN,TRAILSIDE GAMES,0
FINE EXPECTATIONS,EXPECTATION,1
DEDICATED SENIOR MEDICAL CENTER,"DEDICATED SLEEP, TMD, & IMPLANTS",1
AZA,BK BABY K'TAN,0
POCKET TOONS,SKIN REVERIE,0
DAISY DOG COOL STUFF FOR YOUR BEST FRIEND,MUSHIES,0
HUMAN-FIRST AI MARKETING,WECANN ACADEMY,0
DELISH STRAWBERRY KISS,THE HOUSE OF HAIR WE. LOVE. HAIR. LOS ANGELES,0
TITAN FORGED COFFEE,TITAN ENERGY,1
ORION,JOURNEYCONNECT ORION,1
ACTIVEGRIP,ACTIVE SNARE,1
TRADERVERSE,TRADERVERSE TRADERCON,1
MEMEGEGE,ASSASSIN,0
PMG STUDIOS,PSYCHONAUT,0
SOUL BY CALA,PRETTY PROBLEM,0
HEATED ELECTRIC THROW BLANKET,HEATED BLANKET THROW,1
NO FEAR,BEAUTIFUL BADASS,0
AUREUM,BCONTHETRACK,0
META,THE ROCKEFELLER UNIVERSITY HOSPITAL,0
EVERYONE ON,SOCIALPATH,0
HOMETOP,CLRBODY,0
LEDIL,WLEDIL,1
LIFTIQUE,POPPIP,0
APPLE,DOLLAR VS CRYPT,1
P.O.V. PARTY GAME,POV,1
THE ROSE HOUSE,#HAPPYHEARTS Q,0
EL SABAH,JANNATY SABAH,1
IENRON,ENRON,1
ARTBOX,ARTISTICBOX,1
MELBA BEAUTY,PRO CORE RESTORE,0
TRINITY TECHNOLOGY GROUP INTEGRITY SECURITY SERVICE,CYBERSECURITY TRINITY,1
KARAK,KARAK HOUSE,1
YARA,GIMU GIMU,0
GREEN BUFFALOW,LONGWORTH VENTURE PARTNERS,0
BRAZA DO SUL,TIKVA,0
TACTIX,DAILY KNEADS BREAD,0
FIDO,FIDOBATH,1
OASIS,OASIS,1
FORTEMOTUS,FORTEMOTUS,1
VITAMINCANDY,VITACANDY,1
UKAER,UCAIRA,1
HOOPLIFE,HOOPLIFE,1
CSA HEALTHCARE PROFESSIONALS,MOEKIF,0
APPLE,LIQUID ESTATE PLAN,0
MASSIF,COMMA MONEY MONTH,0
BANG BANG HIBACHI GRILL & SUSHI,THE BANG BANG BAR,1
FRACTALERTS,OULAY,0
GUARANI AÈÍ,TANAGER MEDIAWORKS,0
JOY,ANTOINETTE'S SWEETS,0
GLOW WILD,GLOWILD,1
JUST DON'T DIE,DON'T DIE,1
PORBELA,TAKE A HIKE,0
MESQUITE,NEIGHBORS,0
HELLFIRE,HELLFIRE FARM,1
MEFOTO,MEEPHOTO,1
VKY,VKYN,1
BRAVE,BRAVE STORES,1
VROOM,VROOMJOY,1
CHICKPEA HOUSE PALESTINIAN CUISINE,SIGNATUREWRAP,0
HOOTECH,CLUB MYSTIC,0
BRUSHEEZ,BRUSHZIE,1
ZN ZHENALIVING,PB,0
CASCADE SPORT,CASCADE CBX SPORT,1
ENLITE,ENLIGHT MEDICAL,1
PMMG,AXIOM SPACE,0
PENTA,TITAN XTREME FITNESS,0
FRACTL,FRACTAL SOFTWARE,1
RVTKCP,ECLIPSE,0
OLAF AND MARIE 2ND AVENUE SHOPPE,C. OLAF,1
PENTA,BEARAY,0
AMERICAN RIFLE ASSOCIATION FOUNDATION,HELIX THE DNA OF AUTOMATION,0
VIBE CHECK,VIBE SCORE,1
ARTJAG,JAG ARTWORKS,1
THRIVEHIVE PASSPORT,VERSA,0
NIKE VAPOR,GOOTA,0
METRIC,M METRIC,1
IWS,IWS,1
QUALITY ONE,NIKE AEROLOFT,0
ELANSPORT,ELAANSPORTS,1
HAPPY BIRTH-TAY,NORWEGIAN,0
HIGH PLAINS,HIGH PLAINS STEAKHOUSE,1
FLUM MAGA,FLUM BOX,1
PULLMAN,PA.,0
CENTERFRAME,CHRISTIAN ART,0
FHS,FHS,1
PAVIA,PAVIA,1
BRIGHTSUN POWER CORPORATION,TIKVA,0
JUSTICE,JUSTICE FARM BREWERY,1
VAULT AUTOMOTIVE,THE VAULT BY SITA 1910,0
UNEEK,UNEEK FIND IT,1
ARENA,MAXI MADE IN BRAZIL,0
HELL HOUNDS EST. 2015,LOST ANGEL THC,0
CALYX,CALYX,1
PENGUIN,ON POINT RENTAL CARS LLC,0
CONNECTING AVIATORS,CONNECTING AVIATION,1
AV AUTO VAULT,THE VAULT,1
MOURITECH,MOURITECH,1
PURE AIR. PEACE OF MIND.,CONSOLE REPLAY,0
ROGUE BEARD COMPANY,THE ROGUE MEN,1
AVILES,AURA MANAGEMENT,0
BEEHAPPY,BEE HAPPY CANDLE,1
POSITIVE SHARK,POSITIVE MINI SHARK,1
LIFE ENERGIZING SHAKE,SOUTHERNMOST POINT,0
SUNAIREE,SUNARE,1
JADOREEVENING,J'ADORE,1
PROVIDENCIA,PROVIDENCIA,1
ZOOBI HANDICRAFT,IMMUNE SHIELD,0
BLAK CATT,DC DA CAPO,0
RAGE,BREEFLY,0
NAVIGATING DIGITAL CHANGE FOR STRATEGIC SUCCESS,C N THE CHANGE NAVIGATION COMPANY,1
SAYLIFE,JUMBO PETS,0
NATURGIN PRODUCTS USA,BLISSO,0
CAMBIUM,CAMBIUM ANALYTICA,1
BRAUN,E. BRAUN & CO. BEVERLY HILLS,1
HAPPY HEART,CHARLES JANG'S HAPPY HEART,1
EQUITABLE,EQUITABLE HOMES,1
ECO HARMONY PRODUCTS,SYICAN,0
MONOCOAT,PROTRUCKER SOLUTIONS,0
GRAY,REDD FANG,0
BUSINESS BESTIE COLLECTIVE,CONTENDER TOOLS AND EQUIPMENT,0
SEASIDE SISTA,DENHAM SUSTAINABLE INFRASTRUCTURE,1
WE ALL RICH W.A.R.,AURA NOOTROPICS,0
AURA,AURA,1
TENDER KISS,TENDER KISS,1
GRAY,SINCE 1980 GRAY & SONS INSPIRED JEWELERS AND WATCH SPECIALISTS,1
RIVAALS,RIVAL LABEL,1
C CAMBIUM NETWORKS,SOLO HUMAN,0
KUNDITA,KONDITO,1
GO HOME & HAVEN,LANATURA,0
PLANET PAWS,PAW PLANET,1
MOFAJANG,ORBITCLOUD,0
CARLTON PHILLIP GOLDSMITH,MIYOSMART,0
VETERANS OF FOREIGN WARS OF THE UNITED STATES,FOREIGN WAR VETERANS MOTORCYCLE CLUB,1
THE JOYFUL NOISE PROJECT,NAM VÄ°,0
EYE CLEAN,VIGORLAND,0
SMILECAT,SMILECAT,1
HAPPY HEART,HALO,0
WOW.,WOW MUSEUM - ROOM FOR ILLUSIONS,1
CASTOR,CASTORBLISS,1
SANT,MS HELEN,0
RAYSHYN,Q-SCOPE,0
LUXE ALCHEMY,LIBERATED LUXURY ALCHEMY,1
LAKMÉ COLLAGE,CREEPY POPCORN,0
BEER UNBOUND,UNBOUND BREWS,1
GATEKEEPER INDEMNITY,GEMINI,0
C N THE CHANGE NAVIGATION COMPANY,SUNKISSED SKIN BY SHANNEL,0
ZEN,ZEN BELL,1
BLUE WAVE BREAKING,HR,0
BLAKHâ‚¬â‚¬P,ACUPUNCTURE IS MY LIFE,0
CAPITALIZE,CAPITALIZE,1
ICEYOU,CARDINAL PRESS,0
AI SCORE,DOSHA ETERNA BELLEZZA UNIVERSALE,0
GOLF USA,IQIHAN,0
AMAIRO,BUG BAM!,0
MADE,DEAD SILENT,0
PRYOR GAMING,LESLIE PRYOR,1
NEXGEN,PB&ME,0
GRIND TIL WE RICH,LE VIAN,0
WOW! ENTERTAINMENT,WOW MUSEUM - ROOM FOR ILLUSIONS,1
MIPUERTO,KEYSTONE'S MAC SHACK MAC+CHEESE BAR,0
METABOLICS,METABOLIX,1
THE NOBLE TREE,PIONEERING CLEAN CLEAN WITHOUT COMPROMISE,0
THE MAGNESIUM SLEEP AID,BEAUTY ETERNAL,0
ICE PINEAPPLE & PASSION FRUIT BUBBLY NATURAL FLAVORS BY FRONTERA,SYNTHETIK INSURANCE TECHNOLOGIES,0
JANUS VENTURE FUND,OASIS SENIOR ADVISORS,0
DANCING TAIL,WHITEDEER,0
SAVAGE AND SAINT,ZENCRATE,0
VROOM,VROOMJOY,1
KNOTT'S,JUDGE KNOTT,1
BUMBLE,TINY HAPPY HEARTS,0
ROVER,ROVER RIDGE,1
LIFE IS STRANGE,STRANGE LIFE,1
THOR'S,THOR'S CHOCOLATE,1
ENERGIZING LIFE,FISH'S WHOLESALE,0
TACTICS,GYM TACTICS,1
J'ADORE LES FLEURS,J'ADORE,1
ANKER SOLIX,PAW-SKINS,0
BIOHACK PHD,SW HAIR SOLUTIONS,0
LTATM,LTATM.COM LET'S TALK ABOUT THE MUSIC,1
S4 TRAINER,S-4,1
HERA'S PALACE,HERA'S PALACE,1
BREEZE,BREEZE BASICS,1
DELISHS RAIN,DELISH JUICE,1
R&R REHABILITATION,YOU SHIP IT. WE PROTECT IT.,0
AWAFANEE,ROGUE GREEN,0
CAMBIUM CELL,CAMBIUM ANALYTICA,1
GETWIRED,GETWIREDUSA,1
HILO,DRI-TECH,0
TAP IN,TAP THAT,1
SUSTAIN,SUSTAYNE,1
PAWS & TAILS,PAWZ -2 - TAILZ,1
BANG BANG,THE BANG BANG BAR,1
MAISON DE NOIR,BROTHER,0
LIGRA,LIGRA LIGHTWEIGHT GREEN AGGREGATES,1
AWAFANEE,STANLEY ADVENTURE SERIES,0
RITZ,TWIST'R,0
TOUGHTAIL,MAXED OUT,0
GET YOUR SLOPPY ON,QUANTUM IS NOW,0
CAKE,FLUM CAKE,1
REEL SHORTS,HDMI,0
BLUE PRESTIGE,EASESOLE,0
COOL FUEL SCHOOL,WOW! ENTERTAINMENT,0
HOARD EXCHANGE,RECOUP,0
GPITECH,SANSKREETI,0
BIBI FRUTIX,DOÒ BIBIS,1
VIE + RICHE,THE ROCKEFELLER UNIVERSITY HOSPITAL,0
HUDDLE,TITAN HUDDLE,1
LIMITLESS STUDIO,LIMITLESS STUDIO,1
MOUNJA BURN,MONJA BURNER,1
DECOR DELISH,DELISH,1
BE HOME,EVOADAPT,0
EQUINOX,THE EQUINOX GOLF RESORT & SPA VERMONT,1
E ETERNAL BEAUTY INSTITUTE & MEDISPA,STARSTRUCK,0
CHRISTIAN ART,LYON,0
VS,VS,1
IMMUNOSHIELD,GO ROOFING,0
CHULL & CHULLS,C-HULL,1
LUMIXA,LUMIXSILVA,1
KONGA,ARENA,0
DRI-FIT,I.C.E. SCALE,1
VIGORPROX,AI,0
THE DATA HIPPIE,LIPMAN,0
PALAKI,ELECTRYFY,0
ONE BRAIN,MASSIVO,0
VKYN,P PROACTIVE,0
ROSELLI BEAUTY,GOWZTUBZ,0
SI SEND IT.,SEND IT,1
ULTRA GLUCOSE CONTROL,GLUCO CONTROL,1
BOOM!,LIL BOOM,1
FLEXFIT,FLEXIFIT,1
TIFFANY,GREATIFFANYY,1
LMS,ABELIAN LAW FIRM,0
MAXIMUNE,MAXIMUNE,1
CONDOR ACTIVITY CARD,PKLR,0
HALOCLINE INTERNATIONAL,TENAMPA AZUL,0
URBAN VIIBE BROADCASTING,SAYLIFE,0
ZEPP'S PREDATOR CALLS,CAMBIUM CELL,0
A1MOVEMENT,TOWA,0
GENMED ENTERPRISES,GENMED,1
V&S,ONE DOOR,0
INTECH,ENTECH,1
PLAY MONEY ENTERTAINMENT,PLAY MONEY NIL,1
LD,AXIOM LEARNING,0
ANAQUA CONNECT,ANAQUA,1
FLOWER POP,POP ZINC,1
SÖL WATER,MANITOU SUN WATER,1
REDLINE SHIFTING,DODAYSLCE,0
SOUTH SIDE SYMPHONY,EVGATEWAY,0
CHRISTIAN MINGLE,"I MET MY WIFE ON CHRISTIAN MINGLE. SHE WAS A CHRISTIAN, AND I WAS MINGLING.",1
KOHOLA REEF,REEF,1
DR. BOE'S,MOJO THEORY,0
DAILY KNEADS,GIRL DADDY BRAND,0
FISH N CHIPS,EMOTIONAL SUPPORT,0
SOVEREIGN NATURALS,ZOILA VERGA,0
OLAGEN,CURRY UP NOW,0
TRADECRAFT,TRADECRAFT COFFEE ROASTERS,1
SLEEPYS,TIMELESS AYURVEDIC RITUALS,0
VINOPURE,PURE VINA,1
BADASS IS BEAUTIFUL,DERMETIX,0
LONGWORTH VENTURE PARTNERS,DOGGIE DIPPERS,0
AU,OPERATION IRON RUCK A AU ROAD TO THE IRON BOWL,1
VERSA ADAPTIVE WEAR,VERSA OUTDOORS,1
PLANDTS,PLANT'D,1
REMARKABLEROOTS,BLUETOOTH,0
SANTA FE BREWING CO.,SANTA FE STEAKS RIBS FAJITAS,1
BIBI POLVIZ,DOÒ BIBIS,1
CLUB MYSTIC,MYSTIC COLLECTION GOLDEN CLIMBER,1
CIRCUIT,PRO CIRCUIT,1
FINIXLAB,OPTWELLNESS,0
THE POP BOX,HOOPLIFE,0
YMS NUTRITION,YYGAOZAO,0
ANTIKA,ANTIKE,1
IRON BOWL,DEAD SILENCE,0
ALV,BAR IN A BAG SOAP CO.,0
LATI FASHION COLLECTION,SOLIS Y LOS TRES HERMANOS,0
FRACTALGO,COCONUT CARTEL,0
MAGA,MAPLE MAGA,1
THREE GEESE GOOSE DOWN PILLOW,AURA-Q,0
CAFÉ MULÉ,MULE COFFEE,1
HUSTLE RUNS DEEP,RUNS DEEP,1
FLAVOR FORGE,GEMINI BAKERY SOLUTIONS,0
HALO,HALOVAPE,1
FORTEMOTUS,FORTEMOTUS,1
SIGNATURE SENSES,L LOADIUM,0
MONDAY,MONDAY LABS DESIGNS,1
PRO CORE RESTORE,VELLUS AUREUM,0
STRONG BUILDING CONSTRUCTION,STRONG TOWER CONSTRUCTION IN GOD WE TRUST,1
BLUE WAVE BREAKING,MERAK AESTHETICS,0
PASTURELAND NATURALLY NOURISHING,PASTURELANDS BEEF CO,1
OCEAN REEF CLUB,REEF,1
LETSFIT,LETSFIT,1
NIKE AEROLOFT,NKE SAFETY APPAREL,1
EQUITABLE NETWORK OF PUERTO RICO,CASTOR SOJU,0
MOOD,F3 MOOD,1
BOLINSEN,BOLINTERI,1
WARDROBEX,WARDROBEA,1
AWAFANEE,AWA GOLD,1
BREEZY MORTGAGE LOANS IN A BREEZE.,BREEZY INSURANCE,1
SYLVAQUA,SYLVA CHRONO,1
TOTES,SUNAIREE,0
BAYOU BROTHERS LET'S GEAUX,BAYOU BROTHERS,1
KIART,GRIND TIL WE RICH,0
ANTOINETTE'S SWEETS,FITINY,0
